Date,Close
2020.06.15,41.102715
2020.06.16,40.688423
2020.06.17,40.682854
2020.06.18,40.550594
2020.06.19,40.891472
2020.06.20,40.703831
2020.06.21,40.629009
2020.06.22,39.783081
2020.06.23,39.442837
2020.06.24,39.502537
2020.06.25,39.772621
2020.06.26,39.896355
2020.06.27,40.569607
2020.06.28,40.575535
2020.06.29,40.27634
2020.06.30,40.377319
2020.07.01,39.929855
2020.07.02,39.772102
2020.07.03,40.318657
2020.07.04,39.866959
2020.07.05,39.856625
2020.07.06,38.820198
2020.07.07,38.70023
2020.07.08,38.222454
2020.07.09,38.178429
2020.07.10,38.503677
2020.07.11,38.588558
2020.07.12,38.311794
2020.07.13,38.578617
2020.07.14,38.479481
2020.07.15,38.556755
2020.07.16,39.086601
2020.07.17,39.314648
2020.07.18,38.894566
2020.07.19,38.516972
2020.07.20,38.806301
2020.07.21,38.262234
2020.07.22,36.32991
2020.07.23,34.8797
2020.07.24,34.15604
2020.07.25,31.826668
2020.07.26,31.988928
2020.07.27,34.184734
2020.07.28,34.46257
2020.07.29,34.886192
2020.07.30,33.208782
2020.07.31,32.768959
2020.08.01,30.528561
2020.08.02,29.820496
2020.08.03,29.113356
2020.08.04,28.742235
2020.08.05,29.251242
2020.08.06,29.825083
2020.08.07,30.56938
2020.08.08,29.833559
2020.08.09,29.85203
2020.08.10,30.00375
2020.08.11,29.997381
2020.08.12,29.627157
2020.08.13,27.485395
2020.08.14,26.906559
2020.08.15,27.381018
2020.08.16,27.416254
2020.08.17,28.529711
2020.08.18,28.303286
2020.08.19,28.928244
2020.08.20,28.523623
2020.08.21,29.791067
2020.08.22,29.511847
2020.08.23,29.804062
2020.08.24,28.849108
2020.08.25,29.59923
2020.08.26,29.726702
2020.08.27,29.593391
2020.08.28,29.156956
2020.08.29,28.772812
2020.08.30,27.338057
2020.08.31,26.84754
2020.09.01,25.092611
2020.09.02,25.938599
2020.09.03,26.564798
2020.09.04,27.075478
2020.09.05,30.333368
2020.09.06,29.092953
2020.09.07,29.402731
2020.09.08,30.010229
2020.09.09,29.171335
2020.09.10,28.152908
2020.09.11,27.758307
2020.09.12,26.969591
2020.09.13,28.240162
2020.09.14,28.310944
2020.09.15,29.593723
2020.09.16,30.001467
2020.09.17,28.145113
2020.09.18,28.474495
2020.09.19,28.775795
2020.09.20,29.479013
2020.09.21,30.61055
2020.09.22,30.590315
2020.09.23,31.908022
2020.09.24,30.799755
2020.09.25,30.361233
2020.09.26,30.242147
2020.09.27,30.1458
2020.09.28,30.154493
2020.09.29,30.144318
2020.09.30,29.962091
2020.10.01,30.065895
2020.10.02,30.545309
2020.10.03,30.443453
2020.10.04,30.261538
2020.10.05,30.493383
2020.10.06,31.114767
2020.10.07,31.213278
2020.10.08,31.119553
2020.10.09,30.264622
2020.10.10,30.451075
2020.10.11,30.346323
2020.10.12,29.802505
2020.10.13,29.97423
2020.10.14,30.118546
2020.10.15,30.45595
2020.10.16,30.915417
2020.10.17,30.792786
2020.10.18,30.362095
2020.10.19,30.905334
2020.10.20,32.281612
2020.10.21,32.697647
2020.10.22,31.33576
2020.10.23,31.558296
2020.10.24,31.780388
2020.10.25,32.079281
2020.10.26,33.195316
2020.10.27,33.797817
2020.10.28,34.147072
2020.10.29,34.747444
2020.10.30,35.386143
2020.10.31,35.647541
2020.11.01,34.658321
2020.11.02,35.365395
2020.11.03,35.991287
2020.11.04,35.146061
2020.11.05,37.626366
2020.11.06,34.231846
2020.11.07,34.044769
2020.11.08,34.129433
2020.11.09,34.519566
2020.11.10,34.003994
2020.11.11,33.915073
2020.11.12,35.306198
2020.11.13,34.380322
2020.11.14,34.919361
2020.11.15,35.650234
2020.11.16,36.333542
2020.11.17,36.733704
2020.11.18,37.131588
2020.11.19,37.777653
2020.11.20,36.530678
2020.11.21,33.926636
2020.11.22,32.917133
2020.11.23,30.181608
2020.11.24,31.64023
2020.11.25,32.82383
2020.11.26,33.058182
2020.11.27,33.060116
2020.11.28,32.917938
2020.11.29,31.571392
2020.11.30,31.920099
2020.12.01,32.014683
2020.12.02,32.089939
2020.12.03,31.530928
2020.12.04,32.843819
2020.12.05,32.105892
2020.12.06,32.13961
2020.12.07,32.426876
2020.12.08,33.02132
2020.12.09,32.353252
2020.12.10,32.634792
2020.12.11,33.087196
2020.12.12,33.071999
2020.12.13,32.463245
2020.12.14,32.843479
2020.12.15,32.946281
2020.12.16,33.49765
2020.12.17,35.474045
2020.12.18,35.335278
2020.12.19,36.204926
2020.12.20,36.781502
2020.12.21,37.393265
2020.12.22,37.462189
2020.12.23,39.81628
2020.12.24,38.809139
2020.12.25,39.37479
2020.12.26,41.578403
2020.12.27,38.486176
2020.12.28,37.082291
2020.12.29,37.4049
2020.12.30,38.371773
2020.12.31,39.308193
2021.01.01,40.218315
2021.01.02,41.479427
2021.01.03,33.605091
2021.01.04,30.735336
2021.01.05,30.902037
2021.01.06,30.506165
2021.01.07,32.121845
2021.01.08,33.326015
2021.01.09,31.422419
2021.01.10,30.387436
2021.01.11,32.625607
2021.01.12,32.510864
2021.01.13,33.001732
2021.01.14,32.161545
2021.01.15,31.425394
2021.01.16,29.32877
2021.01.17,29.094524
2021.01.18,29.134394
2021.01.19,26.18886
2021.01.20,25.716862
2021.01.21,27.484394
2021.01.22,26.692631
2021.01.23,26.050274
2021.01.24,23.202904
2021.01.25,24.438259
2021.01.26,24.000336
2021.01.27,24.284121
2021.01.28,25.115416
2021.01.29,24.821571
2021.01.30,24.903084
2021.01.31,25.182285
2021.02.01,24.496847
2021.02.02,23.436136
2021.02.03,22.561188
2021.02.04,23.154583
2021.02.05,22.19433
2021.02.06,23.402618
2021.02.07,24.100342
2021.02.08,26.449112
2021.02.09,26.289698
2021.02.10,25.752245
2021.02.11,26.858047
2021.02.12,25.768381
2021.02.13,25.966188
2021.02.14,26.988932
2021.02.15,26.938589
2021.02.16,27.623812
2021.02.17,28.212164
2021.02.18,26.674143
2021.02.19,28.511957
2021.02.20,29.225594
2021.02.21,29.727171
2021.02.22,30.419491
2021.02.23,31.094322
2021.02.24,30.558266
2021.02.25,31.912809
2021.02.26,32.046116
2021.02.27,31.636509
2021.02.28,31.875856
2021.03.01,31.719179
2021.03.02,32.412369
2021.03.03,32.0704
2021.03.04,31.494076
2021.03.05,31.910326
2021.03.06,29.558926
2021.03.07,29.716845
2021.03.08,28.476442
2021.03.09,29.348333
2021.03.10,31.130281
2021.03.11,31.653315
2021.03.12,32.352581
2021.03.13,31.81979
2021.03.14,31.976414
2021.03.15,31.203398
2021.03.16,31.436518
2021.03.17,32.285454
2021.03.18,32.452957
2021.03.19,32.100506
2021.03.20,32.170654
2021.03.21,32.16803
2021.03.22,32.240318
2021.03.23,32.608906
2021.03.24,33.120258
2021.03.25,32.409103
2021.03.26,32.379581
2021.03.27,32.609196
2021.03.28,33.080406
2021.03.29,31.736374
2021.03.30,31.915827
2021.03.31,30.713093
2021.04.01,29.887472
2021.04.02,27.707914
2021.04.03,28.398369
2021.04.04,28.072197
2021.04.05,28.017572
2021.04.06,27.47023
2021.04.07,28.435688
2021.04.08,27.925257
2021.04.09,28.109047
2021.04.10,27.993845
2021.04.11,27.902935
2021.04.12,27.996056
2021.04.13,27.619953
2021.04.14,25.916622
2021.04.15,25.133423
2021.04.16,25.318316
2021.04.17,25.879122
2021.04.18,25.128628
2021.04.19,25.724567
2021.04.20,24.235159
2021.04.21,22.795664
2021.04.22,21.535891
2021.04.23,21.617002
2021.04.24,22.630802
2021.04.25,21.158459
2021.04.26,21.314714
2021.04.27,20.666882
2021.04.28,19.962534
2021.04.29,19.426006
2021.04.30,20.824329
2021.05.01,19.63006
2021.05.02,19.183605
2021.05.03,16.67119
2021.05.04,16.392014
2021.05.05,16.300749
2021.05.06,16.155384
2021.05.07,16.459358
2021.05.08,15.067662
2021.05.09,14.82174
2021.05.10,14.133513
2021.05.11,13.602456
2021.05.12,12.982699
2021.05.13,13.38202
2021.05.14,12.228446
2021.05.15,12.852836
2021.05.16,12.949402
2021.05.17,13.263935
2021.05.18,12.694826
2021.05.19,15.037491
2021.05.20,14.647424
2021.05.21,15.3478
2021.05.22,16.350803
2021.05.23,16.482231
2021.05.24,14.64144
2021.05.25,14.188211
2021.05.26,13.602733
2021.05.27,14.046091
2021.05.28,14.751648
2021.05.29,15.185722
2021.05.30,14.926181
2021.05.31,13.750867
2021.06.01,13.930005
2021.06.02,13.885234
2021.06.03,13.73276
2021.06.04,13.724602
2021.06.05,13.514891
2021.06.06,13.208528
2021.06.07,12.956485
2021.06.08,13.296305
2021.06.09,14.317983
2021.06.10,14.850221
2021.06.11,15.861541
2021.06.12,14.985353
2021.06.13,15.586825
2021.06.14,null
2021.06.15,15.866826
2021.06.16,16.196163
2021.06.17,16.04278
2021.06.18,16.035629
2021.06.19,16.34881
2021.06.20,15.891587
2021.06.21,16.773933
2021.06.22,17.336815
2021.06.23,17.130074
2021.06.24,17.431831
2021.06.25,17.448421
2021.06.26,17.595446
2021.06.27,17.509596
2021.06.28,16.557695
2021.06.29,16.599548
2021.06.30,15.405629
2021.07.01,15.883814
2021.07.02,15.765773
2021.07.03,15.573571
2021.07.04,15.198955
2021.07.05,15.348982
2021.07.06,14.726845
2021.07.07,14.623308
2021.07.08,15.508002
2021.07.09,15.744227
2021.07.10,15.875943
2021.07.11,16.002594
2021.07.12,16.279034
2021.07.13,16.855986
2021.07.14,16.457821
2021.07.15,16.628891
2021.07.16,16.71018
2021.07.17,16.606619
2021.07.18,16.774431
2021.07.19,16.958063
2021.07.20,16.675339
2021.07.21,16.128159
2021.07.22,15.955492
2021.07.23,15.804744
2021.07.24,15.664239
2021.07.25,16.131519
2021.07.26,16.718048
2021.07.27,17.145876
2021.07.28,17.415682
2021.07.29,16.803507
2021.07.30,17.120474
2021.07.31,16.412756
2021.08.01,15.603904
2021.08.02,15.01902
2021.08.03,15.246863
2021.08.04,14.588275
2021.08.05,14.455182
2021.08.06,14.810571
2021.08.07,14.112268
2021.08.08,14.532847
2021.08.09,14.636207
2021.08.10,14.509711
2021.08.11,14.409009
2021.08.12,14.598173
2021.08.13,14.385995
2021.08.14,14.422833
2021.08.15,14.211432
2021.08.16,14.57448
2021.08.17,14.825088
2021.08.18,14.834389
2021.08.19,14.678589
2021.08.20,15.010693
2021.08.21,15.159398
2021.08.22,15.2128
2021.08.23,14.926878
2021.08.24,15.037596
2021.08.25,15.182039
2021.08.26,15.141061
2021.08.27,14.999895
2021.08.28,15.07285
2021.08.29,15.131636
2021.08.30,14.590887
2021.08.31,13.736272
2021.09.01,12.737737
2021.09.02,13.011831
2021.09.03,12.694815
2021.09.04,12.846407
2021.09.05,13.095057
2021.09.06,13.398282
2021.09.07,13.661921
2021.09.08,13.179078
2021.09.09,13.535693
2021.09.10,13.97597
2021.09.11,13.821901
2021.09.12,13.507757
2021.09.13,13.685257
2021.09.14,13.732915
2021.09.15,13.325748
2021.09.16,13.379841
2021.09.17,13.908189
2021.09.18,14.067047
2021.09.19,14.194611
2021.09.20,14.479181
2021.09.21,14.720453
2021.09.22,14.157368
2021.09.23,14.227463
2021.09.24,14.612751
2021.09.25,14.60114
2021.09.26,14.109992
2021.09.27,14.394592
2021.09.28,14.617103
2021.09.29,14.56792
2021.09.30,14.5888
2021.10.01,14.547757
2021.10.02,14.067154
2021.10.03,14.10032
2021.10.04,14.530061
2021.10.05,14.641052
2021.10.06,15.461665
2021.10.07,14.996199
2021.10.08,15.143517
2021.10.09,15.372645
2021.10.10,15.987721
2021.10.11,16.214117
2021.10.12,16.045778
2021.10.13,15.917329
2021.10.14,15.140336
2021.10.15,15.946097
2021.10.16,15.897156
2021.10.17,15.999985
2021.10.18,16.545757
2021.10.19,16.572401
2021.10.20,15.878961
2021.10.21,15.344159
2021.10.22,15.287024
2021.10.23,14.716819
2021.10.24,14.905157
2021.10.25,14.945867
2021.10.26,14.612031
2021.10.27,14.880041
2021.10.28,14.139872
2021.10.29,14.095478
2021.10.30,14.307405
2021.10.31,14.299882
2021.11.01,14.106283
2021.11.02,13.790442
2021.11.03,13.667767
2021.11.04,13.543716
2021.11.05,13.625135
2021.11.06,13.607515
2021.11.07,13.705496
2021.11.08,14.041064
2021.11.09,14.143792
2021.11.10,14.019152
2021.11.11,13.730378
2021.11.12,13.74638
2021.11.13,13.860061
2021.11.14,14.150834
2021.11.15,13.945764
2021.11.16,14.268509
2021.11.17,14.079694
2021.11.18,14.233218
2021.11.19,13.521505
2021.11.20,13.536991
2021.11.21,13.75507
2021.11.22,13.767853
2021.11.23,13.26243
2021.11.24,13.161823
2021.11.25,12.672892
2021.11.26,13.289748
2021.11.27,13.379608
2021.11.28,13.33079
2021.11.29,13.004545
2021.11.30,12.308256
2021.12.01,12.476554
2021.12.02,12.519182
2021.12.03,12.698882
2021.12.04,11.943115
2021.12.05,11.759183
2021.12.06,11.60488
2021.12.07,11.749562
2021.12.08,11.3766
2021.12.09,11.571421
2021.12.10,12.087336
2021.12.11,12.085466
2021.12.12,12.117282
2021.12.13,12.350603
2021.12.14,12.07672
2021.12.15,12.168241
2021.12.16,12.029222
2021.12.17,11.909345
2021.12.18,11.82793
2021.12.19,11.90718
2021.12.20,11.917166
2021.12.21,12.1725
2021.12.22,12.211777
2021.12.23,12.362304
2021.12.24,12.554944
2021.12.25,12.320156
2021.12.26,12.492111
2021.12.27,12.54237
2021.12.28,12.52044
2021.12.29,12.799864
2021.12.30,12.703286
2021.12.31,12.574277
